1648802.9	1651405.2	      2.0	      1.0	      0.0	      0.0
1695644.7	1698480.5	      2.0	      0.0	      1.0	      0.0
1745155.4	1750226.6	      2.0	      0.0	      0.0	      1.0
1789461.6	1807010.6	      2.0	      1.0	      0.0	      0.0
1886781.6	1889951.1	      2.0	      1.0	      1.0	      1.0
1949504.2	1955209.3	      2.0	      1.0	      0.0	      0.0
1994077.2	2000683.1	      2.0	      0.0	      1.0	      0.0
2034112.9	2037349.1	      2.0	      1.0	      1.0	      1.0
2088061.0	2092431.5	      2.0	      1.0	      1.0	      1.0
2127729.6	2130031.7	      2.0	      1.0	      0.0	      0.0
2163695.0	2166530.9	      2.0	      0.0	      1.0	      0.0
2204931.8	2207801.0	      2.0	      1.0	      0.0	      0.0
2241097.3	2245134.2	      2.0	      1.0	      1.0	      1.0
2289407.0	2292643.2	      2.0	      1.0	      1.0	      1.0
2320201.1	2323303.9	      2.0	      1.0	      0.0	      0.0
2366308.9	2370179.0	      2.0	      0.0	      0.0	      1.0
2443978.1	2447281.0	      2.0	      0.0	      1.0	      0.0
2484113.8	2488084.0	      2.0	      1.0	      1.0	      1.0
2530421.7	2533391.1	      2.0	      0.0	      0.0	      1.0
2585704.3	2589240.8	      2.0	      1.0	      1.0	      1.0
2630344.1	2633813.9	      2.0	      1.0	      0.0	      0.0
2678487.0	2681789.9	      2.0	      0.0	      1.0	      0.0
2714085.4	2716554.3	      2.0	      0.0	      0.0	      1.0
2767966.7	2770335.5	      2.0	      1.0	      0.0	      0.0
2841432.2	2845335.7	      2.0	      1.0	      0.0	      0.0
2900985.2	2905856.2	      2.0	      1.0	      1.0	      1.0
2958269.6	2963140.6	      2.0	      0.0	      0.0	      1.0
3030300.5	3032969.5	      2.0	      1.0	      0.0	      0.0
