1986006.7	2009115.7	      2.0	      1.0	      1.0	      1.0
2070706.5	2076909.0	      2.0	      1.0	      0.0	      0.0
2138566.5	2144702.2	      2.0	      0.0	      0.0	      1.0
2179282.4	2185018.0	      2.0	      1.0	      0.0	      0.0
2230869.3	2235404.4	      2.0	      1.0	      0.0	      0.0
2277621.0	2280888.9	      2.0	      1.0	      0.0	      0.0
2321604.9	2324739.4	      2.0	      0.0	      0.0	      1.0
2359686.5	2364121.5	      2.0	      0.0	      0.0	      1.0
2405337.7	2408972.5	      2.0	      1.0	      0.0	      0.0
2457524.8	2462760.2	      2.0	      0.0	      0.0	      1.0
2500475.0	2508344.7	      2.0	      0.0	      0.0	      1.0
2543858.7	2553329.0	      2.0	      0.0	      1.0	      0.0
2594178.4	2612685.6	      2.0	      0.0	      0.0	      1.0
2673309.4	2705855.5	      2.0	      1.0	      1.0	      1.0
2780017.9	2785786.8	      2.0	      1.0	      0.0	      0.0
2857748.4	2913970.4	      2.0	      1.0	      0.0	      0.0
2955086.5	2959321.5	      2.0	      0.0	      1.0	      0.0
3001838.2	3007407.0	      2.0	      0.0	      0.0	      1.0
3049490.2	3052991.6	      2.0	      1.0	      0.0	      0.0
3096675.4	3102911.1	      2.0	      0.0	      0.0	      1.0
3130188.5	3134757.0	      2.0	      0.0	      1.0	      0.0
3190712.2	3195047.3	      2.0	      0.0	      0.0	      1.0
3274044.9	3279713.8	      2.0	      1.0	      0.0	      0.0
3335835.8	3354009.6	      2.0	      1.0	      1.0	      1.0
