2379825.6	2387098.1	      4.0	      1.0	      1.0	      0.0
2447413.6	2453318.4	      4.0	      0.0	      1.0	      1.0
2498955.4	2502791.8	      4.0	      1.0	      1.0	      0.0
2522641.2	2529346.7	      4.0	      0.0	      0.0	      0.0
2553232.7	2556268.4	      4.0	      1.0	      1.0	      0.0
2619419.6	2622221.9	      4.0	      1.0	      1.0	      0.0
2670761.2	2673229.8	      4.0	      0.0	      1.0	      1.0
2702320.0	2705622.7	      4.0	      0.0	      1.0	      1.0
2725638.9	2739383.4	      4.0	      1.0	      1.0	      0.0
2786621.6	2789323.8	      4.0	      0.0	      1.0	      1.0
2813376.6	2816212.3	      4.0	      1.0	      1.0	      0.0
2870656.3	2875260.1	      4.0	      0.0	      1.0	      1.0
2902949.2	2905684.7	      4.0	      0.0	      1.0	      1.0
2931238.7	2934207.8	      4.0	      0.0	      1.0	      1.0
2960195.5	2963598.3	      4.0	      1.0	      1.0	      0.0
3008968.3	3012271.0	      4.0	      1.0	      1.0	      0.0
3060877.0	3063579.2	      4.0	      0.0	      1.0	      1.0
3099074.6	3102210.5	      4.0	      1.0	      1.0	      0.0
3145478.9	3148081.0	      4.0	      1.0	      1.0	      0.0
3222674.7	3227778.8	      4.0	      0.0	      1.0	      1.0
3260238.4	3263107.4	      4.0	      0.0	      1.0	      1.0
3291230.2	3296134.2	      4.0	      1.0	      1.0	      0.0
3386207.1	3389910.1	      4.0	      1.0	      1.0	      0.0
3484686.8	3487622.6	      4.0	      0.0	      1.0	      1.0
3522984.5	3525820.2	      4.0	      0.0	      1.0	      1.0
3564484.8	3568621.5	      4.0	      1.0	      1.0	      0.0
3626034.6	3629103.8	      4.0	      1.0	      1.0	      0.0
3683447.8	3686283.4	      4.0	      1.0	      1.0	      0.0
3748266.9	3751703.0	      4.0	      1.0	      1.0	      0.0
3810984.4	3813519.8	      4.0	      0.0	      1.0	      1.0
3845378.9	3850182.8	      4.0	      0.0	      1.0	      1.0
3902258.3	3905160.6	      4.0	      1.0	      1.0	      0.0
3966977.4	3970213.3	      4.0	      0.0	      1.0	      1.0
4001205.1	4004407.7	      4.0	      1.0	      1.0	      0.0
